用户ID,用户所在地,年龄,性别,权益
CUST_859906,双鸭山市,24,女,普通
CUST_388035,秦皇岛市,37,女,普通
CUST_878230,芜湖市,26,男,普通
CUST_129982,锦州市,41,男,普通
CUST_201412,张掖市,54,女,会员
CUST_709512,台南市,23,男,普通
CUST_218469,文山壮族苗族自治州,42,男,会员
CUST_634186,安庆市,37,女,普通
CUST_900379,漯河市,43,男,会员
CUST_693906,鞍山市,46,男,普通
CUST_580608,呼和浩特市,47,女,会员
CUST_370206,花地玛堂区,61,男,普通
CUST_153004,汕头市,38,男,会员
CUST_120581,黔江区,29,,普通
CUST_717709,宝鸡市,36,男,会员
CUST_880471,眉山市,26,女,会员
CUST_237534,中卫市,42,男,会员
CUST_486589,未知,42,男,会员
CUST_938296,桂林市,31,女,普通
CUST_355003,淮北市,27,女,普通
CUST_644556,文山壮族苗族自治州,50,男,普通
CUST_768717,玉溪市,35,女,会员
CUST_473373,榆林市,31,男,会员
CUST_171963,连云港市,27,女,会员
CUST_918138,西青区,23,男,普通
CUST_745108,平顶山市,38,男,普通
CUST_237450,大理白族自治州,45,男,普通
CUST_796521,南充市,25,女,普通
CUST_278934,漯河市,35,女,普通
CUST_463440,曲靖市,133,男,普通
CUST_140791,廊坊市,42,男,普通
CUST_459105,商丘市,28,男,普通
CUST_588870,北碚区,47,女,普通
CUST_991551,石家庄市,44,女,普通
CUST_980839,武汉市,42,男,普通
CUST_778720,乐东黎族自治县,38,女,会员
CUST_540064,黑河市,36,男,普通
CUST_476981,成都市,43,男,会员
CUST_409041,鞍山市,25,男,普通
CUST_286972,静安区,20,女,会员
CUST_774676,梧州市,52,女,普通
CUST_151617,荆州市,44,男,会员
CUST_996846,普洱市,39,男,会员
CUST_508480,渝北区,40,女,普通
CUST_580906,屯昌县,40,男,普通
CUST_817080,北辰区,43,女,普通
CUST_783614,娄底市,32,女,会员
CUST_913487,日喀则市,32,女,会员
CUST_184519,和田市,39,男,会员
CUST_216375,辽阳市,51,女,普通
CUST_537850,大兴区,45,男,普通
CUST_413792,滨海新区,44,男,会员
CUST_106847,保亭黎族苗族自治县,36,男,会员
CUST_463307,舟山市,49,男,会员
CUST_157700,遵义市,28,女,会员
CUST_536680,烟台市,23,男,普通
CUST_266695,嘉模堂区,35,女,会员
CUST_926075,广州市,52,女,会员
CUST_933553,亳州市,19,男,会员
CUST_301004,淄博市,41,女,会员
CUST_162489,河北区,33,女,会员
CUST_824211,朝阳区,31,男,会员
CUST_814347,宝鸡市,31,男,会员
CUST_645063,静安区,44,男,会员
CUST_408291,吉林市,39,男,会员
CUST_667819,河东区,31,女,普通
CUST_317021,金山区,34,男,普通
CUST_190882,潮州市,35,女,普通
CUST_366397,清远市,42,女,会员
CUST_823688,浦东新区,45,女,普通
CUST_433547,台中市,52,男,普通
CUST_896114,昭通市,42,女,会员
CUST_440057,伊春市,22,男,会员
CUST_850151,铜川市,39,男,普通
CUST_690418,伊春市,21,男,会员
CUST_149489,兰州市,45,男,普通
CUST_125211,阿拉善盟,30,男,普通
CUST_429371,吉安市,48,男,普通
CUST_360698,北区,48,男,普通
CUST_758157,江津区,51,女,普通
CUST_918067,鄂尔多斯市,22,女,普通
CUST_160987,濮阳市,28,女,会员
CUST_739281,黔江区,133,女,会员
CUST_876630,日照市,43,男,会员
CUST_428620,屯门区,44,女,普通
CUST_999665,张掖市,48,女,会员
CUST_206828,昭通市,45,男,普通
CUST_260777,梧州市,45,男,会员
CUST_853180,鞍山市,32,女,普通
CUST_725730,锡林郭勒盟,31,女,会员
CUST_179110,屯昌县,52,女,会员
CUST_945985,佛山市,46,男,会员
CUST_530852,和平区,34,女,会员
CUST_374769,承德市,7,女,普通
CUST_587853,海南藏族自治州,38,男,会员
CUST_996190,未知,46,女,会员
CUST_452830,德宏傣族景颇族自治州,37,女,会员
CUST_415639,拉萨市,26,女,会员
CUST_912383,武清区,46,男,普通
CUST_451840,宝鸡市,41,男,会员
CUST_115875,哈尔滨市,24,男,普通
CUST_397450,湾仔区,28,男,会员
CUST_715765,巴彦淖尔市,49,男,会员
CUST_163623,阿坝藏族羌族自治州,33,女,普通
CUST_923648,克孜勒苏柯尔克孜自治州,23,女,会员
CUST_261123,未知,59,女,普通
CUST_341950,延边朝鲜族自治州,41,男,普通
CUST_161937,蓟州区,46,女,普通
CUST_994155,衡阳市,27,男,会员
CUST_776474,益阳市,46,男,会员
CUST_658997,长春市,52,女,普通
CUST_778542,萍乡市,54,女,普通
CUST_987052,常德市,49,男,普通
CUST_298057,临汾市,43,女,普通
CUST_316968,松江区,32,女,普通
CUST_330072,北碚区,29,女,普通
CUST_212590,新北市,46,男,普通
CUST_212260,昌吉回族自治州,34,女,普通
CUST_992489,连云港市,50,男,普通
CUST_734799,万宁市,25,女,普通
CUST_364607,聊城市,47,男,会员
CUST_236402,邵阳市,45,男,普通
CUST_607941,佳木斯市,31,女,普通
CUST_174520,泰安市,46,男,普通
CUST_975300,衡水市,29,男,普通
CUST_884282,葫芦岛市,47,女,会员
CUST_313636,乌海市,29,女,会员
CUST_984120,福州市,44,男,会员
CUST_304847,盘锦市,42,男,会员
CUST_323531,江北区,39,男,会员
CUST_391552,西双版纳傣族自治州,33,女,普通
CUST_360484,徐汇区,37,女,会员
CUST_959116,运城市,36,男,普通
CUST_380997,蚌埠市,26,男,普通
CUST_818203,滨州市,133,男,会员
CUST_805190,防城港市,49,男,会员
CUST_232966,酒泉市,47,男,会员
CUST_403730,北辰区,36,男,普通
CUST_687066,云浮市,39,女,会员
CUST_191641,定安县,30,女,会员
CUST_583742,花地玛堂区,58,男,普通
CUST_119490,兰州市,41,男,会员
CUST_375804,哈密市,35,女,会员
CUST_809697,宝山区,23,女,普通
CUST_288811,甘孜藏族自治州,7,男,普通
CUST_204220,双鸭山市,48,男,普通
CUST_755399,丰台区,33,男,会员
CUST_905158,锦州市,23,男,会员
CUST_191355,武清区,42,男,会员
CUST_667249,眉山市,33,男,会员
CUST_747586,油尖旺区,47,女,会员
CUST_240527,庆阳市,39,女,会员
CUST_255355,镇江市,42,女,普通
CUST_133206,聊城市,22,女,普通
CUST_163099,安顺市,67,男,会员
CUST_109585,抚顺市,54,女,普通
CUST_610769,洛阳市,41,男,普通
CUST_269445,深水埗区,45,女,普通
CUST_985073,綦江区,53,女,普通
CUST_967494,湖州市,47,男,普通
CUST_491613,崇左市,46,女,会员
CUST_333331,南通市,52,女,会员
CUST_758320,合肥市,27,男,会员
CUST_934832,滨海新区,42,女,普通
CUST_802009,邢台市,59,女,会员
CUST_534398,青岛市,17,女,普通
CUST_147969,澄迈县,47,男,普通
CUST_601873,南京市,38,女,会员
CUST_370448,马鞍山市,65,男,普通
CUST_837784,离岛区,37,男,普通
CUST_132742,河源市,42,男,会员
CUST_647939,郑州市,38,男,会员
CUST_690686,安阳市,70,女,会员
CUST_470648,深水埗区,36,女,会员
CUST_928354,恩施土家族苗族自治州,20,女,普通
CUST_148020,南宁市,36,女,会员
CUST_471311,澄迈县,49,女,会员
CUST_546127,巴中市,57,女,会员
CUST_632708,静海区,57,男,普通
CUST_408419,常德市,53,女,普通
CUST_667817,本溪市,57,男,普通
CUST_969185,铜梁区,30,男,会员
CUST_925653,焦作市,52,女,普通
CUST_748112,拉萨市,42,男,普通
CUST_654396,临高县,52,女,普通
CUST_928531,昌都市,48,男,普通
CUST_347535,萍乡市,58,男,普通
CUST_516600,沙坪坝区,43,男,普通
CUST_495008,佛山市,133,男,普通
CUST_182451,乌鲁木齐市,32,女,会员
CUST_203158,鄂尔多斯市,40,男,会员
CUST_413608,铜仁市,43,女,会员
CUST_271290,浦东新区,133,男,会员
CUST_430338,嘉峪关市,43,男,普通
CUST_160083,云浮市,50,女,普通
CUST_815226,荆州市,34,女,会员
CUST_304967,高雄市,40,男,普通
CUST_488688,璧山区,19,男,普通
CUST_917396,普洱市,37,女,普通
CUST_265815,怀柔区,133,女,普通
CUST_593177,周口市,50,女,会员
CUST_983715,广州市,34,女,会员
CUST_345728,晋城市,40,男,普通
CUST_687185,荣昌区,43,女,会员
CUST_870193,荃湾区,36,男,普通
CUST_337660,安康市,54,女,会员
CUST_787391,金华市,35,男,普通
CUST_690160,遂宁市,32,男,普通
CUST_863260,澄迈县,43,女,普通
CUST_449792,临沂市,35,男,普通
CUST_366562,泰安市,29,男,会员
CUST_902963,渭南市,35,女,会员
CUST_431477,黑河市,33,女,会员
CUST_397202,南宁市,42,女,会员
CUST_785451,黔南布依族苗族自治州,50,男,普通
CUST_572913,红桥区,49,女,会员
CUST_974083,海东市,24,男,会员
CUST_190468,漯河市,35,男,普通
CUST_608969,亳州市,39,女,普通
CUST_280169,汕头市,31,女,会员
CUST_270635,黔江区,32,男,会员
CUST_609501,喀什市,45,女,会员
CUST_749737,崇明区,17,女,会员
CUST_947829,滨海新区,55,女,会员
CUST_376230,万宁市,34,男,普通
CUST_563711,白山市,44,女,会员
CUST_116506,荣昌区,42,女,会员
CUST_628236,东营市,45,女,会员
CUST_708805,白银市,49,女,普通
CUST_696268,蓟州区,43,男,普通
CUST_473766,宝坻区,36,女,普通
CUST_230604,盐城市,31,男,会员
CUST_502173,甘孜藏族自治州,35,女,普通
CUST_499093,鄂尔多斯市,60,女,普通
CUST_379941,黄石市,35,女,普通
CUST_886655,张掖市,45,女,会员
CUST_403417,乌鲁木齐市,17,男,会员
CUST_687173,榆林市,34,男,普通
CUST_178488,洛阳市,36,男,会员
CUST_578190,贵港市,46,男,会员
CUST_919997,蚌埠市,61,女,会员
CUST_771160,太原市,33,男,普通
CUST_150449,南阳市,33,女,会员
CUST_602453,长治市,31,女,会员
CUST_506258,包头市,39,女,普通
CUST_801314,鹤壁市,46,男,普通
CUST_599892,阿克苏市,38,女,普通
CUST_567799,双鸭山市,39,女,普通
CUST_480567,徐州市,50,男,普通
CUST_283127,门头沟区,34,女,会员
CUST_546450,南开区,28,男,会员
CUST_514018,东区,34,女,普通
CUST_246224,嘉义市,30,男,普通
CUST_858019,南充市,42,男,普通
CUST_984694,丽江市,33,男,会员
CUST_834259,湘潭市,31,男,会员
CUST_521713,吉林市,39,男,普通
CUST_871640,淮北市,42,女,会员
CUST_481663,牡丹江市,22,女,普通
CUST_431886,未知,54,男,普通
CUST_782912,南通市,37,男,会员
CUST_594178,未知,70,男,普通
CUST_642402,玉溪市,36,女,普通
CUST_114598,呼伦贝尔市,34,男,普通
CUST_369454,漯河市,27,女,普通
CUST_114611,菏泽市,7,女,会员
CUST_132248,中山市,39,男,会员
CUST_207395,湾仔区,35,男,普通
CUST_627747,济源市,21,男,普通
CUST_496787,安顺市,133,女,会员
CUST_750421,遵义市,7,女,普通
CUST_469267,崇左市,23,男,会员
CUST_742732,黄冈市,38,女,会员
CUST_822938,深圳市,36,女,普通
CUST_976467,贵港市,37,男,普通
CUST_722987,宝坻区,35,男,普通
CUST_799144,贺州市,41,女,普通
CUST_424244,乌兰察布市,43,男,会员
CUST_771382,长沙市,44,男,会员
CUST_213425,钦州市,32,女,普通
CUST_688754,大庆市,33,男,会员
CUST_921638,锡林郭勒盟,46,,普通
CUST_793157,基隆市,49,女,会员
CUST_972879,南宁市,40,女,普通
CUST_477140,营口市,31,男,普通
CUST_227439,锦州市,37,男,普通
CUST_689034,大足区,43,女,普通
CUST_815255,太原市,40,男,普通
CUST_522399,西贡区,28,男,会员
CUST_252950,宿州市,49,男,普通
CUST_567096,沧州市,41,女,普通
CUST_610789,丰台区,44,女,会员
CUST_912857,张家口市,41,男,会员
CUST_792137,河源市,43,男,会员
CUST_682422,嘉兴市,39,男,会员
CUST_879456,自贡市,32,男,普通
CUST_629547,凉山彝族自治州,37,男,普通
CUST_704230,张家界市,39,男,普通
CUST_442083,深圳市,49,女,会员
CUST_923852,榆林市,28,女,会员
CUST_473496,凉山彝族自治州,42,女,会员
CUST_688066,衢州市,35,男,会员
CUST_888091,乌鲁木齐市,57,男,普通
CUST_694081,临沧市,47,女,普通
CUST_773191,济南市,43,女,普通
CUST_427385,吉安市,43,女,会员
CUST_656965,湾仔区,47,男,会员
CUST_908791,衢州市,39,男,普通
CUST_398090,漳州市,7,男,会员
CUST_259090,益阳市,30,女,普通
CUST_688408,三明市,56,男,会员
CUST_307056,恩施土家族苗族自治州,33,女,普通
CUST_190071,东营市,47,女,会员
CUST_284175,南通市,35,女,会员
CUST_835499,巴南区,36,女,普通
CUST_419338,铜陵市,43,女,会员
CUST_650664,太原市,27,女,普通
CUST_739074,九龙坡区,46,女,普通
CUST_297913,衢州市,36,男,普通
CUST_908679,南开区,43,男,普通
CUST_163219,长寿区,38,女,普通
CUST_275203,昆明市,38,女,普通
CUST_366515,威海市,7,女,普通
CUST_132781,阳江市,44,男,会员
CUST_113357,和平区,47,女,普通
CUST_360822,海北藏族自治州,38,女,普通
CUST_979231,保山市,24,男,会员
CUST_803531,北碚区,37,女,普通
CUST_140029,未知,35,男,会员
CUST_572400,三沙市,28,男,普通
CUST_798963,阿里地区,52,男,普通
CUST_430312,玉树藏族自治州,60,男,会员
CUST_402821,文昌市,29,男,普通
CUST_688911,咸阳市,36,女,会员
CUST_817294,金华市,37,女,普通
CUST_271049,临沂市,28,女,会员
CUST_162732,聊城市,28,女,会员
CUST_489841,巴彦淖尔市,44,男,普通
CUST_907736,锦州市,47,男,普通
CUST_189885,朝阳市,32,男,普通
CUST_538094,钦州市,62,女,普通
CUST_916189,海北藏族自治州,19,女,普通
CUST_335247,南宁市,45,男,普通
CUST_650237,防城港市,40,男,会员
CUST_820547,承德市,40,男,会员
CUST_748308,松江区,21,女,会员
CUST_885999,邢台市,57,男,普通
CUST_927321,延安市,48,男,会员
CUST_194462,巴音郭楞蒙古自治州,45,女,会员
CUST_679032,定西市,36,男,普通
CUST_938143,安阳市,35,男,普通
CUST_351677,松原市,41,女,普通
CUST_491577,张掖市,36,男,会员
CUST_981619,许昌市,38,女,普通
CUST_261081,宝坻区,37,女,会员
CUST_700895,茂名市,26,女,普通
CUST_914357,宿州市,45,男,会员
CUST_138558,长春市,35,女,会员
CUST_260474,北辰区,34,男,会员
CUST_221833,和平区,17,女,普通
CUST_895446,红桥区,36,女,会员
CUST_129753,昭通市,53,男,会员
CUST_346599,梅州市,46,男,会员
CUST_256510,温州市,42,男,会员
CUST_702604,衢州市,22,男,会员
CUST_208886,塔城地区,24,男,普通
CUST_728173,河源市,38,女,会员
CUST_415510,衡阳市,31,男,会员
CUST_970788,珠海市,41,女,会员
CUST_192966,万州区,27,男,会员
CUST_793674,德州市,40,男,会员
CUST_919825,乌鲁木齐市,133,女,普通
CUST_218830,安庆市,49,男,会员
CUST_855790,陇南市,22,女,会员
CUST_825834,济源市,47,男,普通
CUST_747698,郴州市,41,女,会员
CUST_152148,密云区,52,女,会员
CUST_280797,临高县,55,女,会员
CUST_867085,临沧市,41,女,会员
CUST_794850,延边朝鲜族自治州,32,女,普通
CUST_908610,呼伦贝尔市,47,男,普通
CUST_434045,鹰潭市,7,女,普通
CUST_245300,大理白族自治州,63,男,会员
CUST_768221,安阳市,41,女,会员
CUST_987801,鹰潭市,54,女,普通
CUST_777033,武汉市,10,女,普通
CUST_555870,乌鲁木齐市,42,男,普通
CUST_348484,常州市,14,女,会员
CUST_776649,黄冈市,39,女,普通
CUST_276073,吴忠市,38,女,普通
CUST_455651,日照市,7,男,会员
CUST_879357,娄底市,39,女,会员
CUST_612445,广安市,45,女,普通
CUST_638744,百色市,53,女,普通
CUST_653616,东营市,33,男,普通
CUST_817381,德阳市,49,女,普通
CUST_264228,红桥区,15,女,会员
CUST_686774,玉林市,37,男,普通
CUST_823124,未知,48,男,会员
CUST_987203,荆州市,48,男,普通
CUST_508114,葵青区,48,男,会员
CUST_191437,商丘市,47,男,会员
CUST_697514,济南市,27,女,普通
CUST_520375,焦作市,42,女,会员
CUST_572818,兰州市,45,女,普通
CUST_221458,邯郸市,54,女,普通
CUST_873563,永川区,42,女,会员
CUST_279450,银川市,53,女,会员
CUST_877598,秦皇岛市,46,女,会员
CUST_554800,遵义市,45,男,会员
CUST_225603,黑河市,47,女,普通
CUST_504136,东区,38,男,会员
CUST_499196,绵阳市,37,女,会员
CUST_231505,忻州市,60,女,普通
CUST_875119,白沙黎族自治县,48,男,会员
CUST_981016,和平区,40,,普通
CUST_266474,保山市,28,男,普通
CUST_705230,陵水黎族自治县,51,男,会员
CUST_462363,花地玛堂区,32,男,普通
CUST_203413,克孜勒苏柯尔克孜自治州,9,男,会员
CUST_972185,乌鲁木齐市,53,男,普通
CUST_182144,甘孜藏族自治州,48,女,普通
CUST_218435,驻马店市,28,男,会员
CUST_867907,荃湾区,35,女,会员
CUST_157777,渝北区,50,女,会员
CUST_104545,南平市,50,女,普通
CUST_130644,周口市,42,男,普通
CUST_540072,和平区,34,男,会员
CUST_398359,未知,35,男,会员
CUST_682871,淮北市,37,男,普通
CUST_400613,黔东南苗族侗族自治州,30,女,普通
CUST_657696,兰州市,35,男,会员
CUST_353981,宝坻区,37,男,普通
CUST_568121,雅安市,46,女,普通
CUST_327641,阿拉善盟,50,男,会员
CUST_140844,南阳市,42,男,普通
CUST_432462,六盘水市,44,男,普通
CUST_282173,常德市,58,女,普通
CUST_365795,黄大仙区,35,男,会员
CUST_173425,萍乡市,42,女,普通
CUST_276652,巴彦淖尔市,30,男,会员
CUST_368890,松原市,37,男,普通
CUST_453396,遵义市,38,男,普通
CUST_421472,琼海市,24,女,普通
CUST_479612,海北藏族自治州,40,女,普通
CUST_442314,淄博市,31,女,会员
CUST_300183,潼南区,34,男,会员
CUST_975711,安康市,37,女,普通
CUST_785384,开封市,38,男,会员
CUST_425633,洛阳市,51,女,会员
CUST_253111,昌平区,21,女,普通
CUST_529411,宁河区,51,男,普通
CUST_988669,未知,56,男,会员
CUST_655044,来宾市,36,女,会员
CUST_569165,西宁市,38,男,会员
CUST_241590,荆门市,38,女,会员
CUST_918217,西青区,67,男,会员
CUST_203834,拉萨市,47,男,普通
CUST_978192,贺州市,37,女,普通
CUST_452561,茂名市,53,男,普通
CUST_582922,资阳市,38,男,会员
CUST_706053,西青区,37,女,普通
CUST_768537,定安县,39,女,普通
CUST_389121,丹东市,28,男,会员
CUST_545976,青浦区,51,男,会员
CUST_499074,鹰潭市,35,女,普通
CUST_162297,廊坊市,18,女,会员
CUST_937245,榆林市,52,男,普通
CUST_751457,贵阳市,32,男,普通
CUST_254842,亳州市,28,男,会员
CUST_789711,合肥市,23,女,会员
CUST_761471,济宁市,20,男,会员
CUST_270950,阳江市,38,女,会员
CUST_413545,未知,44,女,普通
CUST_762567,大同市,38,男,普通
CUST_157848,朔州市,22,男,会员
CUST_488969,南岸区,23,女,普通
CUST_269679,朝阳区,27,女,会员
CUST_232410,滁州市,38,男,会员
CUST_343497,嘉定区,42,男,会员
CUST_887064,西贡区,46,女,普通
CUST_534104,未知,53,女,普通
CUST_886865,南昌市,40,女,普通
CUST_598652,晋中市,22,男,普通
CUST_640994,深水埗区,24,男,普通
CUST_199670,绵阳市,29,男,普通
CUST_692192,池州市,52,女,普通
CUST_638149,金华市,28,男,普通
CUST_511933,佛山市,25,男,普通
CUST_176872,辽阳市,28,女,会员
CUST_310637,西城区,56,女,会员
CUST_362775,太原市,35,男,普通
CUST_241129,圣方济各堂区,33,男,普通
CUST_536300,博尔塔拉蒙古自治州,32,男,普通
CUST_722287,日喀则市,39,女,会员
CUST_994197,望德堂区,40,女,普通
CUST_757096,涪陵区,26,男,普通
CUST_988228,金昌市,25,男,会员
CUST_342831,圣方济各堂区,45,男,会员
CUST_417852,平顶山市,45,男,普通
CUST_913000,雅安市,23,男,会员
CUST_648539,潮州市,43,男,会员
CUST_726358,澄迈县,45,男,会员
CUST_445751,杨浦区,44,女,普通
CUST_937291,林芝市,59,女,普通
CUST_175359,运城市,47,男,会员
CUST_964748,大兴区,46,男,会员
CUST_545874,广州市,33,女,会员
CUST_313214,西宁市,30,女,会员
CUST_663429,石家庄市,40,男,会员
CUST_605941,焦作市,30,男,普通
CUST_211753,太原市,16,男,会员
CUST_187576,南岸区,41,,会员
CUST_689283,白银市,27,男,会员
CUST_739277,合川区,42,女,普通
CUST_384595,临汾市,14,女,会员
CUST_574281,杭州市,46,男,普通
CUST_109167,文山壮族苗族自治州,51,男,普通
CUST_983225,长宁区,39,男,普通
CUST_734910,信阳市,57,女,普通
CUST_123349,固原市,54,女,普通
CUST_386225,淮南市,37,女,会员
CUST_778186,宜昌市,7,男,普通
CUST_982709,安顺市,32,男,普通
CUST_869648,西贡区,17,女,普通
CUST_947859,南区,28,男,会员
CUST_458527,甘孜藏族自治州,35,女,会员
CUST_200034,开封市,42,女,会员
CUST_738060,廊坊市,7,男,会员
CUST_143388,镇江市,50,男,会员
CUST_500636,渭南市,50,男,会员
CUST_858853,阿勒泰地区,24,男,普通
CUST_102770,阿拉善盟,42,女,会员
CUST_846755,蓟州区,44,,会员
CUST_780563,平顶山市,48,女,会员
CUST_153668,大兴安岭地区,45,女,普通
CUST_559596,成都市,45,女,普通
CUST_128200,乌兰察布市,25,女,普通
CUST_469194,望德堂区,52,男,普通
CUST_876250,儋州市,45,女,会员
CUST_667073,沙坪坝区,27,男,普通
CUST_393126,海淀区,46,女,普通
CUST_920472,林芝市,46,女,会员
CUST_633969,湾仔区,39,男,普通
CUST_237149,武威市,36,女,普通
CUST_458132,青浦区,36,男,普通
CUST_983023,抚顺市,40,男,会员
CUST_764444,百色市,37,女,普通
CUST_848749,大庆市,45,女,会员
CUST_982948,西宁市,46,女,普通
CUST_173100,海北藏族自治州,37,女,普通
CUST_971867,保山市,42,女,会员
CUST_131238,贺州市,29,女,普通
CUST_289795,九江市,42,女,普通
CUST_745670,珠海市,23,男,普通
CUST_989610,三亚市,36,女,普通
CUST_952819,大同市,23,男,普通
CUST_575169,临高县,25,女,会员
CUST_699734,四平市,54,男,普通
CUST_772569,黄南藏族自治州,21,女,普通
CUST_262370,内江市,44,男,普通
CUST_860894,朝阳市,47,男,普通
CUST_174528,乐东黎族自治县,25,女,普通
CUST_664108,赣州市,37,男,会员
CUST_549940,景德镇市,34,女,会员
CUST_222254,台北市,32,女,普通
CUST_332516,葫芦岛市,54,女,普通
CUST_279383,屯昌县,41,男,普通
CUST_459591,聊城市,37,女,会员
CUST_699240,通化市,41,女,普通
CUST_486384,东营市,52,女,会员
CUST_743351,三沙市,29,女,普通
CUST_336893,深圳市,41,女,普通
CUST_378186,邵阳市,44,女,会员
CUST_301668,温州市,38,男,普通
CUST_900052,密云区,54,女,普通
CUST_287579,那曲市,55,男,普通
CUST_218238,克拉玛依市,46,女,会员
CUST_807390,陇南市,49,女,普通
CUST_125036,中山市,35,女,会员
CUST_844631,未知,43,男,普通
CUST_790831,西城区,47,男,会员
CUST_541087,甘南藏族自治州,133,女,普通
CUST_282303,杨浦区,38,女,普通
CUST_131843,芜湖市,44,女,普通
CUST_422078,淄博市,36,,普通
CUST_754005,呼和浩特市,56,女,普通
CUST_702759,吴忠市,30,女,普通
CUST_419687,泰安市,33,男,会员
CUST_720317,未知,46,女,普通
CUST_721208,滨州市,34,男,普通
CUST_217542,遂宁市,39,男,会员
CUST_376807,涪陵区,51,男,普通
CUST_761149,南开区,47,女,普通
CUST_480832,连云港市,33,女,会员
CUST_111281,台中市,34,女,普通
CUST_321971,信阳市,50,女,普通
CUST_291212,奉贤区,50,女,会员
CUST_139126,东区,41,男,普通
CUST_927727,淮北市,38,女,会员
CUST_850328,浦东新区,42,男,会员
CUST_901560,黄冈市,30,女,普通
CUST_129890,怀化市,32,男,会员
CUST_175188,海西蒙古族藏族自治州,47,女,普通
CUST_586172,贵阳市,38,男,普通
CUST_800901,潼南区,40,男,普通
CUST_455458,克孜勒苏柯尔克孜自治州,7,女,普通
CUST_510973,沙坪坝区,47,男,普通
CUST_391584,山南市,30,女,普通
CUST_686362,滨海新区,37,男,普通
CUST_754338,河西区,36,女,会员
CUST_945754,驻马店市,29,女,会员
CUST_219252,新竹市,56,男,普通
CUST_869504,和平区,45,男,会员
CUST_793065,通辽市,26,男,普通
CUST_329693,通州区,26,男,会员
CUST_905326,阳江市,48,女,普通
CUST_999983,牡丹江市,27,女,普通
CUST_273208,乌鲁木齐市,46,女,会员
CUST_328165,果洛藏族自治州,32,男,普通
CUST_614570,杭州市,31,男,会员
CUST_173075,闵行区,40,男,普通
CUST_128661,海南藏族自治州,30,男,普通
CUST_325224,静海区,36,男,会员
CUST_393037,新余市,32,女,会员
CUST_539291,海西蒙古族藏族自治州,28,男,普通
CUST_234081,河池市,39,男,会员
CUST_483623,聊城市,25,男,会员
CUST_978545,大庆市,52,女,会员
CUST_623226,阳泉市,27,女,普通
CUST_202819,巴南区,33,男,普通
CUST_398453,宁河区,38,男,普通
CUST_340290,林芝市,34,男,普通
CUST_476097,楚雄彝族自治州,37,女,会员
CUST_443703,新乡市,34,男,普通
CUST_292699,茂名市,36,男,会员
CUST_674448,文山壮族苗族自治州,39,女,会员
CUST_451711,威海市,36,女,会员
CUST_187150,和平区,47,女,普通
CUST_540932,合肥市,40,女,会员
CUST_593294,九龙坡区,33,男,会员
CUST_545708,安顺市,45,女,普通
CUST_274180,济南市,28,女,会员
CUST_643731,河西区,44,女,普通
CUST_472890,滁州市,51,男,普通
CUST_454986,宜春市,50,男,普通
CUST_873956,庆阳市,38,男,普通
CUST_896041,莆田市,36,男,会员
CUST_647962,风顺堂区,48,女,普通
CUST_375549,蓟州区,43,男,普通
CUST_774379,临沂市,53,男,会员
CUST_454208,景德镇市,46,男,普通
CUST_541828,海口市,12,女,会员
CUST_392996,元朗区,52,女,会员
CUST_741389,宁波市,42,女,普通
CUST_248912,驻马店市,43,男,会员
CUST_644974,赣州市,39,男,会员
CUST_337115,元朗区,49,男,会员
CUST_935488,中卫市,22,女,普通
CUST_575136,汕尾市,26,女,会员
CUST_923018,山南市,46,女,普通
CUST_591582,黔东南苗族侗族自治州,37,男,会员
CUST_829171,望德堂区,30,女,会员
CUST_440452,鹤岗市,30,女,会员
CUST_232446,南通市,42,男,普通
CUST_916983,北辰区,35,男,会员
CUST_914186,黄石市,36,男,会员
CUST_588548,乌兰察布市,43,男,会员
CUST_500758,舟山市,42,女,会员
CUST_837723,武清区,37,女,普通
CUST_474994,衡水市,47,女,普通
CUST_510821,遂宁市,38,男,普通
CUST_268312,黑河市,42,男,会员
CUST_531321,贵阳市,47,女,会员
CUST_344561,喀什市,29,女,普通
CUST_150653,清远市,20,男,普通
CUST_668554,资阳市,43,男,普通
CUST_821988,忻州市,49,女,会员
CUST_841344,镇江市,40,女,会员
CUST_948708,葫芦岛市,45,女,普通
CUST_841177,济宁市,27,女,会员
CUST_846199,璧山区,31,男,普通
CUST_200252,周口市,33,女,会员
CUST_633650,崇左市,133,女,普通
CUST_333704,琼中黎族苗族自治县,56,男,普通
CUST_571622,东营市,39,女,会员
CUST_592980,安顺市,31,女,普通
CUST_485281,亳州市,18,男,普通
CUST_747918,烟台市,46,女,普通
CUST_225177,六盘水市,38,女,普通
CUST_770260,池州市,45,男,会员
CUST_852719,承德市,39,女,普通
CUST_826130,洛阳市,53,男,普通
CUST_868439,韶关市,46,男,会员
CUST_746800,淮北市,19,男,普通
CUST_373154,陵水黎族自治县,57,女,普通
CUST_139188,克拉玛依市,29,女,普通
CUST_885834,林芝市,39,女,会员
CUST_931854,广州市,31,女,普通
CUST_437095,舟山市,38,女,会员
CUST_348872,深水埗区,39,女,会员
CUST_536276,江津区,37,女,普通
CUST_359683,大兴安岭地区,31,男,普通
CUST_635676,衡阳市,42,女,会员
CUST_338077,邯郸市,38,女,普通
CUST_362022,六安市,41,女,普通
CUST_256619,温州市,45,男,普通
CUST_679077,黄大仙区,40,女,普通
CUST_198595,海东市,50,女,普通
CUST_395704,蚌埠市,25,男,普通
