用户ID,总行为次数,浏览商品数,活跃天数,首次行为月份,最后行为月份,平均行为小时,加购_次数,收藏_次数,浏览_次数,购买_次数,购买次数,总消费金额,客单价,购买商品种类数,偏好商品类型,年龄,性别,权益,用户所在地,浏览到收藏转化率,收藏到加购转化率,加购到购买转化率,整体转化率,R_最近购买天数,R_最近购买天数_分,购买次数_分,总消费金额_分,RFM总分,用户分层,年龄段
CUST_610201,144,76,129,1,12,0.0,40,43,43,18,18.0,13871.74,770.6522222222222,16.0,化妆品,38,女,会员,阿坝藏族羌族自治州,1.0,0.9302325581395349,0.45,0.4186046511627907,14.0,2,4,4,6,普通用户,30-40
CUST_610233,158,88,137,1,12,0.0,35,41,58,24,23.0,14915.34,648.4930434782609,19.0,服装,34,女,会员,琼海市,0.7068965517241379,0.8536585365853658,0.6857142857142857,0.41379310344827586,15.0,2,5,5,8,普通用户,30-40
CUST_610242,51,40,48,1,12,0.0,11,17,15,8,8.0,3873.5699999999997,484.19624999999996,7.0,服装,52,女,普通,盘锦市,1.1333333333333333,0.6470588235294118,0.7272727272727273,0.5333333333333333,297.0,5,1,1,-3,沉睡用户,50-60
CUST_610275,44,36,41,1,12,0.0,8,8,24,4,4.0,3527.63,881.9075,4.0,乐器,48,男,普通,温州市,0.3333333333333333,1.0,0.5,0.16666666666666666,140.0,5,1,1,-3,沉睡用户,40-50
CUST_610293,158,84,137,1,12,0.0,28,48,48,34,33.0,22779.79,690.2966666666667,27.0,服装,36,女,会员,葵青区,1.0,0.5833333333333334,1.2142857142857142,0.7083333333333334,1.0,1,5,5,9,活跃用户,30-40
CUST_610363,159,78,139,1,12,0.0,36,37,55,31,31.0,27035.08,872.0993548387097,24.0,电子产品,35,男,会员,大同市,0.6727272727272727,0.972972972972973,0.8611111111111112,0.5636363636363636,8.0,1,5,5,9,活跃用户,30-40
CUST_610462,50,34,48,1,12,0.0,12,11,17,10,10.0,9218.8,921.8799999999999,8.0,电子产品,56,男,普通,三沙市,0.6470588235294118,1.0909090909090908,0.8333333333333334,0.5882352941176471,128.0,5,2,3,0,沉睡用户,50-60
CUST_610474,88,63,84,1,12,0.0,31,18,29,10,10.0,6836.05,683.605,10.0,化妆品,43,女,会员,新北市,0.6206896551724138,1.7222222222222223,0.3225806451612903,0.3448275862068966,1.0,1,2,2,3,低频用户,40-50
CUST_610552,59,49,56,1,12,0.0,14,13,25,7,6.0,4375.3,729.2166666666667,7.0,健身器材,49,男,普通,广安市,0.52,1.0769230769230769,0.5,0.28,28.0,3,1,1,-1,沉睡用户,40-50
CUST_610580,37,34,37,1,11,0.0,4,13,14,6,5.0,4422.28,884.4559999999999,6.0,书籍,41,女,普通,茂名市,0.9285714285714286,0.3076923076923077,1.5,0.42857142857142855,9.0,2,1,1,0,沉睡用户,40-50
CUST_610584,56,45,55,1,12,0.0,15,13,21,7,7.0,5671.39,810.1985714285714,7.0,汽车配件,55,男,普通,洛阳市,0.6190476190476191,1.1538461538461537,0.4666666666666667,0.3333333333333333,28.0,3,1,1,-1,沉睡用户,50-60
CUST_610586,148,78,134,1,12,0.0,29,42,59,18,18.0,14497.54,805.4188888888889,16.0,电子产品,40,男,会员,芜湖市,0.711864406779661,0.6904761904761905,0.6206896551724138,0.3050847457627119,41.0,4,4,4,4,低频用户,30-40
CUST_610599,100,64,89,1,12,0.0,18,31,43,8,8.0,4893.98,611.7475,8.0,服装,31,女,普通,衡水市,0.7209302325581395,0.5806451612903226,0.4444444444444444,0.18604651162790697,12.0,2,1,1,0,沉睡用户,30-40
CUST_610649,108,65,99,1,12,0.0,23,27,38,20,19.0,13733.49,722.8152631578947,18.0,服装,33,女,普通,阳江市,0.7105263157894737,0.8518518518518519,0.8695652173913043,0.5263157894736842,20.0,2,4,4,6,普通用户,30-40
CUST_610678,90,59,88,1,12,0.0,22,18,32,18,17.0,11762.9,691.935294117647,17.0,汽车配件,54,男,会员,焦作市,0.5625,1.2222222222222223,0.8181818181818182,0.5625,8.0,1,4,4,7,普通用户,50-60
CUST_610722,154,81,137,1,12,0.0,33,48,50,23,23.0,15359.880000000001,667.8208695652174,17.0,运动器材,32,男,会员,廊坊市,0.96,0.6875,0.696969696969697,0.46,28.0,3,5,5,7,普通用户,30-40
CUST_610769,59,41,59,1,11,0.0,16,18,20,5,5.0,4834.51,966.902,5.0,汽车配件,41,男,普通,洛阳市,0.9,0.8888888888888888,0.3125,0.25,336.0,5,1,1,-3,沉睡用户,40-50
CUST_610789,102,65,98,1,12,0.0,18,33,33,18,17.0,11021.72,648.3364705882352,17.0,服装,44,女,会员,丰台区,1.0,0.5454545454545454,1.0,0.5454545454545454,85.0,5,4,3,2,沉睡用户,40-50
CUST_610791,138,77,127,1,12,0.0,22,34,62,20,20.0,15052.27,752.6135,19.0,食品,30,女,会员,巴彦淖尔市,0.5483870967741935,0.6470588235294118,0.9090909090909091,0.3225806451612903,51.0,4,4,5,5,低频用户,20-30
CUST_610980,147,79,135,1,12,0.0,39,41,49,18,17.0,14493.68,852.5694117647059,17.0,电子产品,29,男,会员,渝北区,0.8367346938775511,0.9512195121951219,0.46153846153846156,0.3673469387755102,7.0,1,4,4,7,普通用户,20-30
CUST_611130,102,69,91,1,12,0.0,18,26,44,14,14.0,8896.58,635.47,14.0,汽车配件,35,男,普通,宿州市,0.5909090909090909,0.6923076923076923,0.7777777777777778,0.3181818181818182,29.0,3,3,2,2,沉睡用户,30-40
CUST_611180,97,61,88,1,12,0.0,20,36,27,14,13.0,11282.77,867.9053846153846,12.0,书籍,44,男,会员,奉贤区,1.3333333333333333,0.5555555555555556,0.7,0.5185185185185185,8.0,1,3,3,5,低频用户,40-50
CUST_611215,108,65,99,1,12,0.0,23,24,38,23,23.0,17172.76,746.6417391304348,22.0,服装,43,男,会员,东营市,0.631578947368421,0.9583333333333334,1.0,0.6052631578947368,64.0,4,5,5,6,普通用户,40-50
CUST_611254,139,74,125,1,12,0.0,23,40,57,19,19.0,14599.15,768.3763157894737,16.0,汽车配件,28,男,会员,丽江市,0.7017543859649122,0.575,0.8260869565217391,0.3333333333333333,1.0,1,4,4,7,普通用户,20-30
CUST_611293,109,60,95,1,12,0.0,25,31,39,14,14.0,10671.31,762.2364285714285,12.0,食品,49,女,会员,中西区,0.7948717948717948,0.8064516129032258,0.56,0.358974358974359,24.0,3,3,3,3,低频用户,40-50
CUST_611354,142,84,128,1,12,0.0,29,41,54,18,17.0,12995.6,764.4470588235295,18.0,化妆品,29,男,会员,东城区,0.7592592592592593,0.7073170731707317,0.6206896551724138,0.3333333333333333,44.0,4,4,4,4,低频用户,20-30
CUST_611419,49,36,49,1,12,0.0,9,14,18,8,8.0,5949.83,743.72875,8.0,服装,17,女,普通,延边朝鲜族自治州,0.7777777777777778,0.6428571428571429,0.8888888888888888,0.4444444444444444,6.0,1,1,1,1,沉睡用户,<20
CUST_611438,99,68,90,1,12,0.0,25,33,32,9,9.0,7423.0,824.7777777777778,7.0,运动器材,33,男,普通,石景山区,1.03125,0.7575757575757576,0.36,0.28125,104.0,5,2,2,-1,沉睡用户,30-40
CUST_611451,113,67,104,1,12,0.0,19,28,50,16,16.0,13139.51,821.219375,15.0,电子产品,43,男,会员,潍坊市,0.56,0.6785714285714286,0.8421052631578947,0.32,5.0,1,4,4,7,普通用户,40-50
CUST_611519,149,81,138,1,12,0.0,34,41,49,25,25.0,19684.79,787.3916,22.0,电子产品,24,男,会员,圣安多尼堂区,0.8367346938775511,0.8292682926829268,0.7352941176470589,0.5102040816326531,8.0,1,5,5,9,活跃用户,20-30
CUST_611521,112,76,110,1,12,0.0,33,20,48,11,9.0,7794.83,866.0922222222222,11.0,服装,35,女,普通,綦江区,0.4166666666666667,1.65,0.3333333333333333,0.22916666666666666,30.0,3,2,2,1,沉睡用户,30-40
CUST_611615,142,81,129,1,12,0.0,27,41,58,16,16.0,10371.11,648.194375,15.0,珠宝首饰,29,女,会员,沧州市,0.7068965517241379,0.6585365853658537,0.5925925925925926,0.27586206896551724,29.0,3,4,3,4,低频用户,20-30
CUST_611620,146,83,131,1,12,0.0,30,39,49,28,28.0,21158.82,755.6721428571428,21.0,服装,27,女,会员,聊城市,0.7959183673469388,0.7692307692307693,0.9333333333333333,0.5714285714285714,9.0,2,5,5,8,普通用户,20-30
CUST_611625,106,67,97,1,12,0.0,23,29,32,22,21.0,14306.91,681.2814285714286,20.0,宠物用品,35,女,普通,郑州市,0.90625,0.7931034482758621,0.9565217391304348,0.6875,45.0,4,5,4,5,低频用户,30-40
CUST_611672,94,65,87,1,12,0.0,23,27,28,16,16.0,9906.41,619.150625,14.0,食品,29,女,普通,未知,0.9642857142857143,0.8518518518518519,0.6956521739130435,0.5714285714285714,9.0,2,4,3,5,低频用户,20-30
CUST_611696,88,61,81,1,12,0.0,23,29,21,15,15.0,11051.41,736.7606666666667,15.0,书籍,30,男,普通,克孜勒苏柯尔克孜自治州,1.380952380952381,0.7931034482758621,0.6521739130434783,0.7142857142857143,28.0,3,3,3,3,低频用户,20-30
CUST_611706,151,75,141,1,12,0.0,27,37,60,27,26.0,17288.57,664.9449999999999,19.0,宠物用品,40,女,会员,株洲市,0.6166666666666667,0.7297297297297297,1.0,0.45,107.0,5,5,5,5,低频用户,30-40
CUST_611810,50,42,48,1,12,0.0,10,19,14,7,7.0,5272.65,753.2357142857143,7.0,电子产品,42,男,普通,金华市,1.3571428571428572,0.5263157894736842,0.7,0.5,143.0,5,1,1,-3,沉睡用户,40-50
CUST_611929,78,51,74,1,12,0.0,25,16,28,9,9.0,7063.15,784.7944444444444,9.0,汽车配件,28,男,普通,三亚市,0.5714285714285714,1.5625,0.36,0.32142857142857145,42.0,4,2,2,0,沉睡用户,20-30
CUST_611951,151,76,130,1,12,0.0,36,49,47,19,19.0,14760.12,776.8484210526316,17.0,电子产品,40,男,会员,未知,1.0425531914893618,0.7346938775510204,0.5277777777777778,0.40425531914893614,20.0,2,4,4,6,普通用户,30-40
CUST_612026,91,53,83,1,12,0.0,23,21,27,20,19.0,17207.989999999998,905.6836842105262,16.0,服装,45,女,会员,鸡西市,0.7777777777777778,1.0952380952380953,0.8695652173913043,0.7407407407407407,51.0,4,4,5,5,低频用户,40-50
CUST_612183,98,68,87,1,12,0.0,22,32,31,13,12.0,10098.14,841.5116666666667,13.0,宠物用品,34,女,普通,广安市,1.032258064516129,0.6875,0.5909090909090909,0.41935483870967744,15.0,2,2,3,3,低频用户,30-40
CUST_612219,144,77,125,1,12,0.0,34,42,50,18,18.0,12838.8,713.2666666666667,16.0,宠物用品,20,女,会员,吉林市,0.84,0.8095238095238095,0.5294117647058824,0.36,28.0,3,4,4,5,低频用户,<20
CUST_612425,110,67,101,1,12,0.0,29,25,44,12,12.0,8914.130000000001,742.8441666666668,12.0,汽车配件,43,男,会员,肇庆市,0.5681818181818182,1.16,0.41379310344827586,0.2727272727272727,90.0,5,2,2,-1,沉睡用户,40-50
CUST_612445,47,35,46,1,11,0.0,15,12,13,7,6.0,5677.39,946.2316666666667,7.0,食品,45,女,普通,广安市,0.9230769230769231,1.25,0.4666666666666667,0.5384615384615384,65.0,4,1,1,-2,沉睡用户,40-50
CUST_612469,129,81,120,1,12,0.0,27,42,43,17,17.0,12618.12,742.2423529411765,17.0,电子产品,25,男,会员,广州市,0.9767441860465116,0.6428571428571429,0.6296296296296297,0.3953488372093023,9.0,2,4,4,6,普通用户,20-30
CUST_612488,179,97,160,1,12,0.0,31,58,68,22,22.0,18988.65,863.1204545454547,22.0,电子产品,21,男,会员,淮北市,0.8529411764705882,0.5344827586206896,0.7096774193548387,0.3235294117647059,8.0,1,5,5,9,活跃用户,20-30
CUST_612563,52,40,51,1,12,0.0,11,17,13,11,10.0,6189.52,618.952,11.0,宠物用品,49,女,普通,保亭黎族苗族自治县,1.3076923076923077,0.6470588235294118,1.0,0.8461538461538461,8.0,1,2,2,3,低频用户,40-50
CUST_612576,153,81,131,1,12,0.0,30,49,55,19,19.0,10816.460000000001,569.2873684210526,18.0,食品,35,女,会员,高雄市,0.8909090909090909,0.6122448979591837,0.6333333333333333,0.34545454545454546,107.0,5,4,3,2,沉睡用户,30-40
CUST_612604,81,56,75,1,12,0.0,22,28,22,9,9.0,6476.43,719.6033333333334,8.0,电子产品,51,男,会员,株洲市,1.2727272727272727,0.7857142857142857,0.4090909090909091,0.4090909090909091,115.0,5,2,2,-1,沉睡用户,50-60
CUST_612662,97,63,88,1,12,0.0,15,32,33,17,17.0,14522.150000000001,854.2441176470589,15.0,电子产品,44,男,会员,杭州市,0.9696969696969697,0.46875,1.1333333333333333,0.5151515151515151,22.0,3,4,4,5,低频用户,40-50
CUST_612698,152,77,138,1,12,0.0,42,39,56,15,15.0,9927.08,661.8053333333334,12.0,服装,36,女,会员,延安市,0.6964285714285714,1.0769230769230769,0.35714285714285715,0.26785714285714285,23.0,3,3,3,3,低频用户,30-40
CUST_612748,87,63,81,1,12,0.0,14,24,35,14,14.0,10540.69,752.9064285714286,14.0,汽车配件,39,男,普通,温州市,0.6857142857142857,0.5833333333333334,1.0,0.4,11.0,2,3,3,4,低频用户,30-40
CUST_612860,146,79,131,1,12,0.0,39,37,50,20,19.0,14076.5,740.8684210526316,19.0,服装,35,女,会员,丽江市,0.74,1.054054054054054,0.5128205128205128,0.4,1.0,1,4,4,7,普通用户,30-40
CUST_612894,57,43,54,1,12,0.0,9,14,26,8,8.0,5380.6,672.575,8.0,家用电器,41,男,普通,新竹市,0.5384615384615384,0.6428571428571429,0.8888888888888888,0.3076923076923077,22.0,3,1,1,-1,沉睡用户,40-50
CUST_612895,80,55,72,1,12,0.0,20,23,27,10,9.0,6501.08,722.3422222222222,10.0,食品,54,男,会员,顺义区,0.8518518518518519,0.8695652173913043,0.5,0.37037037037037035,51.0,4,2,2,0,沉睡用户,50-60
CUST_612896,139,82,127,1,12,0.0,23,48,44,24,24.0,15763.96,656.8316666666666,23.0,服装,37,女,会员,周口市,1.0909090909090908,0.4791666666666667,1.0434782608695652,0.5454545454545454,9.0,2,5,5,8,普通用户,30-40
CUST_612966,94,56,87,1,12,0.0,17,28,32,17,17.0,12555.45,738.5558823529412,15.0,电子产品,43,男,会员,庆阳市,0.875,0.6071428571428571,1.0,0.53125,72.0,4,4,4,4,低频用户,40-50
CUST_612977,156,80,139,1,12,0.0,34,36,63,23,23.0,19725.579999999998,857.6339130434782,21.0,服装,35,女,会员,三明市,0.5714285714285714,0.9444444444444444,0.6764705882352942,0.36507936507936506,36.0,4,5,5,6,普通用户,30-40
CUST_613035,91,58,87,1,12,0.0,14,32,26,19,19.0,15921.7,837.9842105263158,17.0,运动器材,22,男,普通,辽阳市,1.2307692307692308,0.4375,1.3571428571428572,0.7307692307692307,17.0,2,4,5,7,普通用户,20-30
CUST_613092,135,79,124,1,12,0.0,26,40,57,12,12.0,6544.75,545.3958333333334,11.0,服装,38,女,会员,西宁市,0.7017543859649122,0.65,0.46153846153846156,0.21052631578947367,93.0,5,2,2,-1,沉睡用户,30-40
CUST_613111,89,65,81,1,12,0.0,18,33,25,13,13.0,8414.92,647.3015384615385,12.0,宠物用品,54,男,会员,赣州市,1.32,0.5454545454545454,0.7222222222222222,0.52,57.0,4,3,2,1,沉睡用户,50-60
CUST_613157,92,64,87,1,12,0.0,19,33,27,13,13.0,10416.83,801.2946153846153,13.0,服装,41,女,会员,铜川市,1.2222222222222223,0.5757575757575758,0.6842105263157895,0.48148148148148145,15.0,2,3,3,4,低频用户,40-50
CUST_613160,90,64,84,1,12,0.0,19,30,27,14,14.0,10133.05,723.7892857142857,14.0,健身器材,23,男,普通,武威市,1.1111111111111112,0.6333333333333333,0.7368421052631579,0.5185185185185185,23.0,3,3,3,3,低频用户,20-30
CUST_613245,47,34,45,1,12,0.0,13,10,11,13,13.0,8157.5599999999995,627.5046153846154,13.0,家具,47,女,普通,贵港市,0.9090909090909091,1.3,1.0,1.1818181818181819,33.0,3,3,2,2,沉睡用户,40-50
CUST_613292,95,68,90,1,12,0.0,17,28,35,15,13.0,9192.28,707.0984615384616,14.0,服装,28,女,普通,黄南藏族自治州,0.8,0.6071428571428571,0.8823529411764706,0.42857142857142855,98.0,5,3,3,1,沉睡用户,20-30
CUST_613325,97,70,93,1,12,0.0,19,28,32,18,18.0,13498.73,749.9294444444445,15.0,服装,43,女,会员,大理白族自治州,0.875,0.6785714285714286,0.9473684210526315,0.5625,12.0,2,4,4,6,普通用户,40-50
CUST_613338,38,31,37,1,12,0.0,8,15,11,4,4.0,2734.48,683.62,4.0,化妆品,41,女,普通,宁河区,1.3636363636363635,0.5333333333333333,0.5,0.36363636363636365,423.0,5,1,1,-3,沉睡用户,40-50
CUST_613395,94,62,87,1,12,0.0,23,32,30,9,9.0,5998.610000000001,666.5122222222222,9.0,珠宝首饰,38,女,普通,宁波市,1.0666666666666667,0.71875,0.391304347826087,0.3,109.0,5,2,1,-2,沉睡用户,30-40
CUST_613428,94,62,89,1,12,0.0,20,33,27,14,14.0,11007.1,786.2214285714286,13.0,服装,48,男,会员,凉山彝族自治州,1.2222222222222223,0.6060606060606061,0.7,0.5185185185185185,53.0,4,3,3,2,沉睡用户,40-50
CUST_613439,131,76,123,1,11,0.0,23,37,47,24,23.0,14837.55,645.1108695652174,21.0,服装,37,女,会员,云浮市,0.7872340425531915,0.6216216216216216,1.0434782608695652,0.5106382978723404,10.0,2,5,4,7,普通用户,30-40
CUST_613451,144,83,130,1,12,0.0,34,40,52,18,18.0,13674.99,759.7216666666667,15.0,食品,35,女,会员,安顺市,0.7692307692307693,0.85,0.5294117647058824,0.34615384615384615,7.0,1,4,4,7,普通用户,30-40
CUST_613472,100,59,96,1,12,0.0,20,28,37,15,13.0,10448.33,803.7176923076923,13.0,食品,58,女,会员,阿坝藏族羌族自治州,0.7567567567567568,0.7142857142857143,0.75,0.40540540540540543,34.0,3,3,3,3,低频用户,50-60
CUST_613480,46,37,43,1,12,0.0,11,11,16,8,8.0,5450.08,681.26,8.0,汽车配件,42,男,普通,铜川市,0.6875,1.0,0.7272727272727273,0.5,152.0,5,1,1,-3,沉睡用户,40-50
CUST_613615,107,73,99,1,12,0.0,25,28,39,15,14.0,9558.74,682.7671428571429,13.0,服装,33,女,普通,红桥区,0.717948717948718,0.8928571428571429,0.6,0.38461538461538464,8.0,1,3,3,5,低频用户,30-40
CUST_613641,51,41,51,1,12,0.0,5,18,22,6,6.0,4659.8,776.6333333333333,6.0,食品,53,女,普通,佳木斯市,0.8181818181818182,0.2777777777777778,1.2,0.2727272727272727,152.0,5,1,1,-3,沉睡用户,50-60
CUST_613667,143,82,131,1,12,0.0,27,43,53,20,20.0,13841.39,692.0695,19.0,服装,37,女,会员,恩施土家族苗族自治州,0.8113207547169812,0.627906976744186,0.7407407407407407,0.37735849056603776,28.0,3,4,4,5,低频用户,30-40
CUST_613725,86,65,84,1,12,0.0,23,25,31,7,7.0,5735.65,819.3785714285714,7.0,汽车配件,36,男,普通,南宁市,0.8064516129032258,0.92,0.30434782608695654,0.22580645161290322,18.0,2,1,1,0,沉睡用户,30-40
CUST_613771,107,62,100,1,12,0.0,24,33,30,20,20.0,14712.26,735.613,19.0,汽车配件,35,男,普通,云浮市,1.1,0.7272727272727273,0.8333333333333334,0.6666666666666666,12.0,2,4,4,6,普通用户,30-40
CUST_613921,45,35,45,2,12,0.0,10,11,17,7,7.0,4820.75,688.6785714285714,7.0,珠宝首饰,50,女,普通,海南藏族自治州,0.6470588235294118,0.9090909090909091,0.7,0.4117647058823529,37.0,4,1,1,-2,沉睡用户,40-50
CUST_613945,140,79,126,1,12,0.0,27,43,51,19,19.0,14567.36,766.7031578947368,17.0,服装,26,女,会员,曲靖市,0.8431372549019608,0.627906976744186,0.7037037037037037,0.37254901960784315,6.0,1,4,4,7,普通用户,20-30
CUST_613948,112,71,104,1,12,0.0,22,27,48,15,15.0,11452.79,763.5193333333334,14.0,健身器材,33,男,普通,辽阳市,0.5625,0.8148148148148148,0.6818181818181818,0.3125,36.0,4,3,3,2,沉睡用户,30-40
CUST_614030,153,87,135,1,12,0.0,33,40,52,28,28.0,24148.46,862.4449999999999,24.0,电子产品,27,男,会员,绵阳市,0.7692307692307693,0.825,0.8484848484848485,0.5384615384615384,4.0,1,5,5,9,活跃用户,20-30
CUST_614121,84,60,78,1,12,0.0,20,22,31,11,11.0,6644.3099999999995,604.0281818181818,11.0,书籍,42,男,会员,西青区,0.7096774193548387,0.9090909090909091,0.55,0.3548387096774194,36.0,4,2,2,0,沉睡用户,40-50
CUST_614129,106,67,97,1,12,0.0,19,26,39,22,22.0,18018.86,819.039090909091,21.0,化妆品,31,女,普通,九江市,0.6666666666666666,0.7307692307692307,1.1578947368421053,0.5641025641025641,8.0,1,5,5,9,活跃用户,30-40
CUST_614132,99,64,91,1,12,0.0,23,26,32,18,18.0,11477.38,637.6322222222221,17.0,电子产品,42,男,会员,新余市,0.8125,0.8846153846153846,0.782608695652174,0.5625,5.0,1,4,3,6,普通用户,40-50
CUST_614184,99,63,90,1,12,0.0,26,26,33,14,13.0,7423.84,571.0646153846154,12.0,电子产品,46,男,会员,六安市,0.7878787878787878,1.0,0.5384615384615384,0.42424242424242425,42.0,4,3,2,1,沉睡用户,40-50
CUST_614225,99,60,93,1,12,0.0,24,32,31,12,11.0,8459.279999999999,769.0254545454544,11.0,服装,35,女,普通,东丽区,1.032258064516129,0.75,0.5,0.3870967741935484,59.0,4,2,2,0,沉睡用户,30-40
CUST_614244,88,59,83,1,12,0.0,20,20,32,16,15.0,12097.58,806.5053333333333,15.0,健身器材,52,男,会员,儋州市,0.625,1.0,0.8,0.5,11.0,2,3,4,5,低频用户,50-60
CUST_614289,98,59,89,1,12,0.0,19,30,35,14,14.0,10614.82,758.2014285714286,13.0,汽车配件,45,男,会员,沈阳市,0.8571428571428571,0.6333333333333333,0.7368421052631579,0.4,1.0,1,3,3,5,低频用户,40-50
CUST_614300,53,43,50,1,12,0.0,7,17,24,5,5.0,3276.77,655.354,5.0,宠物用品,44,女,普通,七台河市,0.7083333333333334,0.4117647058823529,0.7142857142857143,0.20833333333333334,138.0,5,1,1,-3,沉睡用户,40-50
CUST_614319,102,69,97,1,12,0.0,22,30,38,12,12.0,8568.95,714.0791666666668,11.0,电子产品,47,男,会员,漳州市,0.7894736842105263,0.7333333333333333,0.5454545454545454,0.3157894736842105,148.0,5,2,2,-1,沉睡用户,40-50
CUST_614322,107,69,96,1,12,0.0,27,29,39,12,12.0,10042.21,836.8508333333333,11.0,化妆品,53,男,会员,达州市,0.7435897435897436,0.9310344827586207,0.4444444444444444,0.3076923076923077,18.0,2,2,3,3,低频用户,50-60
CUST_614372,60,50,58,1,12,0.0,11,22,21,6,6.0,3968.49,661.415,6.0,珠宝首饰,63,女,普通,连云港市,1.0476190476190477,0.5,0.5454545454545454,0.2857142857142857,114.0,5,1,1,-3,沉睡用户,60+
CUST_614406,87,67,86,1,12,0.0,23,23,34,7,7.0,4390.110000000001,627.1585714285715,7.0,电子产品,55,男,会员,邵阳市,0.6764705882352942,1.0,0.30434782608695654,0.20588235294117646,108.0,5,1,1,-3,沉睡用户,50-60
CUST_614429,113,62,103,1,12,0.0,27,32,37,17,17.0,13600.77,800.0452941176471,15.0,服装,28,女,普通,昌江黎族自治县,0.8648648648648649,0.84375,0.6296296296296297,0.4594594594594595,58.0,4,4,4,4,低频用户,20-30
CUST_614439,102,68,95,1,12,0.0,26,29,32,15,15.0,8819.7,587.98,15.0,化妆品,33,女,普通,河池市,0.90625,0.896551724137931,0.5769230769230769,0.46875,35.0,3,3,2,2,沉睡用户,30-40
CUST_614471,101,62,96,1,12,0.0,20,31,33,17,17.0,12785.65,752.0970588235294,15.0,化妆品,47,女,会员,湘西土家族苗族自治州,0.9393939393939394,0.6451612903225806,0.85,0.5151515151515151,8.0,1,4,4,7,普通用户,40-50
CUST_614564,91,66,82,1,12,0.0,12,24,34,21,21.0,17082.3,813.4428571428571,18.0,汽车配件,40,男,普通,北区,0.7058823529411765,0.5,1.75,0.6176470588235294,52.0,4,5,5,6,普通用户,30-40
CUST_614570,162,75,144,1,12,0.0,38,47,53,24,24.0,18588.68,774.5283333333333,20.0,电子产品,31,男,会员,杭州市,0.8867924528301887,0.8085106382978723,0.631578947368421,0.4528301886792453,5.0,1,5,5,9,活跃用户,30-40
CUST_614575,102,64,88,1,12,0.0,21,31,35,15,15.0,10811.95,720.7966666666667,14.0,珠宝首饰,32,女,普通,元朗区,0.8857142857142857,0.6774193548387096,0.7142857142857143,0.42857142857142855,136.0,5,3,3,1,沉睡用户,30-40
CUST_614576,106,72,97,1,12,0.0,29,21,41,15,15.0,11521.2,768.08,14.0,电子产品,59,男,会员,中山市,0.5121951219512195,1.380952380952381,0.5172413793103449,0.36585365853658536,36.0,4,3,3,2,沉睡用户,50-60
CUST_614588,34,31,34,1,12,0.0,6,13,6,9,9.0,5670.24,630.0266666666666,9.0,汽车配件,47,男,普通,那曲市,2.1666666666666665,0.46153846153846156,1.5,1.5,48.0,4,2,1,-1,沉睡用户,40-50
CUST_614592,164,85,149,1,12,0.0,32,47,58,27,27.0,16342.85,605.2907407407407,22.0,汽车配件,39,男,会员,上饶市,0.8103448275862069,0.6808510638297872,0.84375,0.46551724137931033,18.0,2,5,5,8,普通用户,30-40
CUST_614605,101,65,92,1,12,0.0,14,30,35,22,22.0,12762.94,580.1336363636364,20.0,服装,49,女,会员,汉中市,0.8571428571428571,0.4666666666666667,1.5714285714285714,0.6285714285714286,1.0,1,5,4,8,普通用户,40-50
CUST_614630,131,66,117,1,12,0.0,22,46,42,21,20.0,16317.12,815.856,20.0,宠物用品,36,女,会员,巴音郭楞蒙古自治州,1.0952380952380953,0.4782608695652174,0.9545454545454546,0.5,6.0,1,4,5,8,普通用户,30-40
CUST_614651,98,57,93,1,12,0.0,17,32,37,12,12.0,8384.44,698.7033333333334,10.0,汽车配件,41,女,会员,元朗区,0.8648648648648649,0.53125,0.7058823529411765,0.32432432432432434,23.0,3,2,2,1,沉睡用户,40-50
CUST_614783,107,61,99,1,12,0.0,23,29,44,11,11.0,6946.1900000000005,631.4718181818182,10.0,服装,47,男,会员,镇江市,0.6590909090909091,0.7931034482758621,0.4782608695652174,0.25,96.0,5,2,2,-1,沉睡用户,40-50
CUST_614897,105,66,99,1,12,0.0,21,38,35,11,11.0,6569.47,597.2245454545455,11.0,化妆品,43,女,会员,曲靖市,1.0857142857142856,0.5526315789473685,0.5238095238095238,0.3142857142857143,247.0,5,2,2,-1,沉睡用户,40-50
CUST_614899,102,71,95,1,12,0.0,29,21,39,13,11.0,8010.27,728.2063636363637,13.0,食品,38,女,普通,三门峡市,0.5384615384615384,1.380952380952381,0.4482758620689655,0.3333333333333333,28.0,3,2,2,1,沉睡用户,30-40
CUST_614931,149,80,139,1,12,0.0,32,40,54,23,23.0,14256.17,619.8334782608696,21.0,电子产品,23,男,会员,桃园市,0.7407407407407407,0.8,0.71875,0.42592592592592593,93.0,5,5,4,4,低频用户,20-30
CUST_614957,155,76,142,1,12,0.0,38,36,54,27,27.0,18441.44,683.0162962962962,23.0,服装,32,女,会员,杭州市,0.6666666666666666,1.0555555555555556,0.7105263157894737,0.5,1.0,1,5,5,9,活跃用户,30-40
CUST_615006,92,58,85,1,12,0.0,18,24,36,14,14.0,9671.64,690.8314285714285,12.0,化妆品,30,女,普通,黔东南苗族侗族自治州,0.6666666666666666,0.75,0.7777777777777778,0.3888888888888889,8.0,1,3,3,5,低频用户,20-30
CUST_615081,111,70,101,1,12,0.0,22,34,38,17,17.0,14099.03,829.354705882353,16.0,电子产品,44,男,会员,桃园市,0.8947368421052632,0.6470588235294118,0.7727272727272727,0.4473684210526316,14.0,2,4,4,6,普通用户,40-50
